REACTIONS    CAL/MOL   MOL

    PLOG  /      9.870  1.360E+22     -2.540      24490/
    PLOG  /      98.70  9.770E+19     -2.310      17480/
    PLOG  /      98.70  1.320E+90     -22.11      67410/
S(722)r0 = C5H8O(825)rs + OH(4)                               1.000      0.000      0.000   # pes.subpes.channel  7.2.4
    PLOG  /  0.0009870      96.20      2.050       3050/
    PLOG  /  0.0009870  4.840E+35     -7.840      19690/
    PLOG  /   0.009870  1.290E+13     -1.370       5946/
    PLOG  /   0.009870  2.230E+38     -8.490      20330/
    PLOG  /    0.09870  3.220E+22     -4.170       8727/
    PLOG  /    0.09870  2.120E+32     -6.320      18790/
    PLOG  /     0.9870  1.280E+25     -4.670      10250/
    PLOG  /     0.9870  4.000E+24     -3.630      17390/
    PLOG  /      9.870  9.850E+17     -2.010       9428/
    PLOG  /      9.870  1.220E+79     -19.63      47130/
    PLOG  /      98.70  1.540E+24     -3.840      12300/
    PLOG  /      98.70      1.490      3.720       4676/
S(722)r1 = C5H8(522) + HO2(8)                                 1.000      0.000      0.000   # pes.subpes.channel  7.3.5
    PLOG  /  0.0009870  1.160E+10     0.2500      18810/
    PLOG  /  0.0009870  3.200E+42     -9.300      34890/
    PLOG  /   0.009870  8.010E+14     -1.060      20210/
    PLOG  /   0.009870  4.070E+34     -6.510      32930/
    PLOG  /    0.09870  4.260E-07      6.110      14280/
    PLOG  /    0.09870  1.680E-33      13.44       2462/
    PLOG  /     0.9870  1.010E+39     -9.820      19290/
    PLOG  /     0.9870      1.920      4.000      15010/
    PLOG  /      9.870  6.240E+30     -6.270      19030/
    PLOG  /      9.870  1.360E+22     -2.540      24490/
    PLOG  /      98.70  9.770E+19     -2.310      17480/
    PLOG  /      98.70  1.320E+90     -22.11      67410/
S(722)r1 = C5H8O(825)rs + OH(4)                               1.000      0.000      0.000   # pes.subpes.channel  7.3.6
    PLOG  /  0.0009870      96.20      2.050       3050/
    PLOG  /  0.0009870  4.840E+35     -7.840      19690/
    PLOG  /   0.009870  1.290E+13     -1.370       5946/
    PLOG  /   0.009870  2.230E+38     -8.490      20330/
    PLOG  /    0.09870  3.220E+22     -4.170       8727/
    PLOG  /    0.09870  2.120E+32     -6.320      18790/
    PLOG  /     0.9870  1.280E+25     -4.670      10250/
    PLOG  /     0.9870  4.000E+24     -3.630      17390/
    PLOG  /      9.870  9.850E+17     -2.010       9428/
    PLOG  /      9.870  1.220E+79     -19.63      47130/
    PLOG  /      98.70  1.540E+24     -3.840      12300/
    PLOG  /      98.70      1.490      3.720       4676/
C5H8(522) + HO2(8) = C5H7(1202) + H2O2(10)                    1.000      0.000      0.000   # pes.subpes.channel  7.4.7
C5H8(522) + HO2(8) = C5H7(500) + H2O2(10)                    0.7820      3.968      11702   # pes.subpes.channel  7.5.8
C5H8(522) + HO2(8) = C5H7(504) + H2O2(10)                     94.80      3.370      13719   # pes.subpes.channel  7.6.9
C5H8O(825)rs + OH(4) = C5H7O(758)rs0 + H2O(5)              33500000      1.779     -193.0   # pes.subpes.channel  7.7.10
C5H8O(825)rs + OH(4) = C5H7O(758)rs1 + H2O(5)              33500000      1.779     -193.0   # pes.subpes.channel  7.8.11
C5H8O(825)rs + OH(4) = H2O(5) + S(1289)rs                     1.000      0.000      0.000   # pes.subpes.channel  7.9.12
C5H8O(825)rs + OH(4) = H2O(5) + S(1314)r0                     1.000      0.000      0.000   # pes.subpes.channel  7.10.13
C5H8O(825)rs + OH(4) = H2O(5) + S(1314)r1                     1.000      0.000      0.000   # pes.subpes.channel  7.11.14
S(594)rr0 = HO2(8) + S(1227)                              6.480E+10     0.5700      29900   # pes.subpes.channel  8.1.1
S(594)rr0 = HO2(8) + S(1228)r1                           3300000000      1.010      29600   # pes.subpes.channel  8.1.2
C5H9O(852)r1 + O2(6) = S(594)rr0                          9.290E+12    -0.2000     -800.0   # pes.subpes.channel  8.1.3
S(594)rr1 = HO2(8) + S(1227)                              6.480E+10     0.5700      29900   # pes.subpes.channel  8.2.4
S(594)rr1 = HO2(8) + S(1228)r0                           3300000000      1.010      29600   # pes.subpes.channel  8.2.5
C5H9O(852)r0 + O2(6) = S(594)rr1                          9.290E+12    -0.2000     -800.0   # pes.subpes.channel  8.2.6
S(594)rs0 = HO2(8) + S(1228)r1                           3300000000      1.010      29600   # pes.subpes.channel  8.3.7
C5H9O(852)r1 + O2(6) = S(594)rs0                          9.290E+12    -0.2000     -800.0   # pes.subpes.channel  8.3.8
S(594)rs1 = HO2(8) + S(1228)r0                           3300000000      1.010      29600   # pes.subpes.channel  8.4.9
C5H9O(852)r0 + O2(6) = S(594)rs1                          9.290E+12    -0.2000     -800.0   # pes.subpes.channel  8.4.10
C5H8O(825)rs + HO2(8) = C5H7O(758)rs0 + H2O2(10)              126.0      3.370      13719   # pes.subpes.channel  8.5.11
C5H8O(825)rs + HO2(8) = C5H7O(758)rs1 + H2O2(10)              126.0      3.370      13719   # pes.subpes.channel  8.6.12
C5H8O(825)rs + HO2(8) = H2O2(10) + S(1289)rs                  1.000      0.000      0.000   # pes.subpes.channel  8.7.13
CPT(563) + OH(4) = C5H9(553) + H2O(5)                      83700000      1.779     -193.0   # pes.subpes.channel  9.1.1
CPT(563) + HO2(8) = C5H9(553) + H2O2(10)                      474.0      3.370      13719   # pes.subpes.channel  10.1.1

END
